#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	DMOF6_A3_wk12	DMOF6_A3_wk14	DMOF6_A3_wk16	DMOF6_A3_wk1	DMOF6_A4_wk12	DMOF6_A4_wk14	DMOF6_A4_wk16	DMOF6_A4_wk1	DMOF6_B2_wk12	DMOF6_B2_wk14	DMOF6_B2_wk16	DMOF6_B2_wk1	DMOF6_B3_wk12	DMOF6_B3_wk14	DMOF6_B3_wk16	DMOF6_B3_wk1	DMOF6_B4_wk12	DMOF6_B4_wk14	DMOF6_B4_wk16	DMOF6_B4_wk1	DMOF6_C1_wk12	DMOF6_C1_wk14	DMOF6_C1_wk16	DMOF6_C1_wk1	DMOF6_C3_wk12	DMOF6_C3_wk14	DMOF6_C3_wk16	DMOF6_C3_wk1	DMOF6_C4_wk12	DMOF6_C4_wk14	DMOF6_C4_wk16	DMOF6_C4_wk1	DMOF6_D1_wk12	DMOF6_D1_wk14	DMOF6_D1_wk1	DMOF6_D2_wk12	DMOF6_D2_wk14	DMOF6_D2_wk16	DMOF6_D2_wk1	DMOF6_E1_wk12	DMOF6_E1_wk14	DMOF6_E1_wk16	DMOF6_E1_wk1	DMOF6_E2_wk12	DMOF6_E2_wk14	DMOF6_E2_wk16	DMOF6_E2_wk1	DMOF6_F2_wk12	DMOF6_F2_wk14	DMOF6_F2_wk16	DMOF6_F2_wk1	DMOF6_F4_wk12	DMOF6_F4_wk14	DMOF6_F4_wk16	DMOF6_F4_wk1	DMOF6_G1_wk12	DMOF6_G1_wk14	DMOF6_G1_wk16	DMOF6_G1_wk1	DMOF6_G2_wk12	DMOF6_G2_wk14	DMOF6_G2_wk16	DMOF6_G2_wk1	DMOF6_G4_wk12	DMOF6_G4_wk14	DMOF6_G4_wk16	DMOF6_G4_wk1	DMOF6_H1_wk12	DMOF6_H1_wk14	DMOF6_H1_wk16	DMOF6_H1_wk1	DMOF6_H3_wk12	DMOF6_H3_wk14	DMOF6_H3_wk16	DMOF6_H3_wk1	DMOF6_H4_wk12	DMOF6_H4_wk14	DMOF6_H4_wk16	DMOF6_H4_wk1	wk12_A1	wk12_A2	wk12_B3	wk12_C3	wk12_D3	wk12_D4	wk12_E2	wk12_E3	wk12_F1	wk12_F3	wk12_G3	wk12_H2	wk14_A1	wk14_A2	wk14_B3	wk14_C3	wk14_D3	wk14_D4	wk14_E2	wk14_E3	wk14_F1	wk14_F3	wk14_G3	wk14_H2	wk16_A1	wk16_A2	wk16_B3	wk16_C3	wk16_D3	wk16_D4	wk16_E2	wk16_E3	wk16_F1	wk16_F3	wk16_G3	wk16_H2	wk1_A1	wk1_A2	wk1_B3	wk1_C3	wk1_D3	wk1_D4	wk1_E2	wk1_E3	wk1_F1	wk1_F3	wk1_G3	wk1_H2
UNCLASSIFIED	21.79318	11.79631	10.33252	6.17309	19.27405	11.9657	12.69214	11.67322	19.48204	16.47996	16.74854	13.93323	23.32508	20.56607	18.40433	9.95459	19.33491	20.2518	16.99188	12.60868	16.96156	11.95105	9.91885	5.72105	17.73686	9.35894	13.06277	6.432	10.77875	7.0926	10.67353	9.33855	20.10593	16.69577	16.92135	18.85231	15.89698	14.3443	12.4902	10.87085	39.97283	10.84144	9.70466	12.00939	35.67297	11.51124	19.44522	22.48621	11.7841	20.49467	14.62268	19.34653	12.28892	18.0123	9.31459	11.24101	13.97255	10.57376	9.85287	12.75419	10.8342	12.39881	9.77369	12.88203	16.7842	9.45121	8.70417	20.61913	19.08758	12.18034	9.4155	15.76751	4.54677	17.55745	11.79998	18.57951	18.31058	19.59529	7.68751	10.67256	15.96148	19.5154	18.26081	16.56036	21.10847	10.28611	16.21862	16.51933	15.34909	13.45151	16.27481	14.72176	11.99432	19.48283	7.9253	11.4884	16.65	43.64844	15.27311	19.01822	17.20302	14.04041	17.39917	9.25702	7.66969	16.73853	9.97694	11.7479	14.9365	10.97215	13.57736	16.59101	24.19847	6.3943	18.5937	13.99727	10.78735	8.47591	6.45529	15.4793	18.28579	17.48398	11.85672	15.06433	11.85823	14.81372	11.73242
k__Bacteria	78.13754789867826	88.20368690426253	89.6674814777387	93.82691202512218	80.6627240286009	87.93578533677741	87.28866572175099	88.29609895263614	80.51795949087392	83.52003608903918	83.2514614539557	86.06676740657193	76.67492496533734	79.43393345081407	81.59567396466252	90.04541246977294	80.66509488784061	79.74820188515744	83.00812117999754	87.39131837172151	82.93498025665248	87.99921598839369	89.87677988260616	94.04788280741953	82.11810599360042	90.48816863353376	86.53774008226439	93.53662340803592	88.88520504042754	92.730224596399	89.0508669229441	90.42924682402824	79.89407157369509	83.30422540350708	83.07865341522475	81.14768987204457	84.10302135174933	85.65570027721853	87.50980103371708	87.88233116630416	60.0271680560087	89.15855505416116	90.24293915135968	87.19787155958579	64.32703015196823	88.48875615038925	80.41498631447423	77.51379255736886	88.21589651141633	79.5053340613889	85.37732276509088	80.65347392504178	87.71107845748746	81.9876955786394	90.68541021734036	88.12280227948504	86.0274517553847	89.42623639839704	90.00310743641874	86.73769505693876	89.1657996593046	87.60119378031033	89.22675012537	86.91349145943208	83.21579985350523	90.5487898660191	90.97139467268538	79.3808735510379	80.91241767140276	87.81966334180791	90.58449562411452	84.23249249172619	95.45323243429252	82.44254703121011	88.20001541795193	81.42049008825563	81.68941657118125	80.40470703597977	92.31248816518206	88.72317684641031	83.48920633074161	80.48459975093904	81.57208159702517	83.4396442723164	78.89153342604439	88.89849038013824	83.7813844867567	83.48066622848954	84.6509061269656	86.17904003125147	83.72519207217078	85.27823923467422	87.8293163206887	80.51717040750694	91.90660977457324	88.51159709471348	83.35000208404429	56.35156282588181	84.72688953487234	80.98178283413158	82.79698492281845	85.95958535927873	82.60083231345028	90.74297930780416	92.07057116810856	83.2614674092885	89.63002916956306	88.25209752831708	85.06350297253778	89.0278504568193	86.42264450412995	83.40899470842301	75.80153434914268	93.60570110519018	81.40630022898856	86.00272760156193	88.54892052590402	91.5240916781392	93.50668233746474	84.52069629550026	81.71420553921045	82.35487921029048	88.14327976981303	84.93567310321174	88.14177357377893	85.02421397010092	88.26758355605881
k__Archaea	0.0692677766436326	0.0	0.0	0.0	0.0632245629368924	0.098519190196136	0.0191902667462716	0.030684724649489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1034575897127864	0.0497300447195023	0.2043670981552534	0.2310682812231543	0.1450299085955715	0.152893343342595	0.3994939779535133	0.031373349312739	0.3360429082739893	0.1771744099050217	0.2756079054354823	0.2322021029918839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.246818765480746	0.0	0.0	0.052398384371985	0.7927426395658368	0.0	0.0	0.1397947670889447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.636188945504233	0.0	0.0	0.144019049273542	0.5081108490156881	0.0	0.0	0.999563189426643	0.2044833103797022	0.0	0.0	0.324438000570951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.604264409117141	0.5493093539212301	0.0	0.167107598391109	0.0	0.0	0.81540058358014	0.0	0.0	0.0	0.3694495374217955	0.0	0.0	0.1763633821244375	0.0	0.1680915747833854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.259743641622736	0.0	0.3930316813690846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6637332226236712	0.0	0.0380259239082481	0.0	0.0	0.161145544744107	0.0	0.0	0.0	0.1620668993541382	0.0
k__Bacteria|p__Firmicutes	63.45557905422934	45.72420032646743	57.5969203849292	38.216508179275685	58.43815999300294	49.45931852474839	64.79472208958815	45.1960909280409	63.693087711579885	54.61218142194425	48.86304667584688	50.71229511800727	62.44211901616912	67.15161241545549	56.72092269297408	45.26185784586495	59.94232880926823	66.38530608375368	60.34699540679152	60.15242321802168	55.66011683472885	46.92685683932991	40.08527265177191	34.01838165656656	55.18841291940318	43.80870152340727	34.10063451788633	38.28696695474371	39.88866080366409	41.97289642869668	40.19023205245364	37.09291696507466	54.929818700684464	51.013283414289454	59.24195048969268	58.51971335460785	49.43064248686007	43.532342576679305	57.44671023953422	39.54824380109171	26.59952083666844	40.36803366449637	39.99559739875206	48.30593209294658	23.59911720479931	30.74649788727778	58.389488628722425	69.44835841970655	39.45386280914851	30.944517536568764	64.98145729014783	70.73291112927161	53.58877620741619	27.319472590849426	52.96985594624572	52.77567901511986	37.77487773716398	21.938965403489664	45.36287241587667	51.69907271407962	40.225652530861	51.19511001846432	37.46295777775002	64.06582685473151	41.02382487074083	37.71879564437223	34.6646990010378	69.31793484889464	51.136421413557066	28.207825158816384	55.12811163281399	68.97300996116832	65.40684574155567	39.612060951593456	59.611841440548126	67.70020931479756	50.59831842794813	52.071431035108	50.7740286030732	45.57218070533244	57.30935984762406	65.89044800500088	55.36973441286686	70.82115030865826	60.84210516571989	48.88029052157449	69.0642040594594	74.96366812946061	67.50861512609015	49.33785792806475	73.36176315015035	54.75791638891351	46.7749835597733	67.83252758837645	44.33151951265933	58.91030078078036	58.85982108170332	24.254090195730463	16.666516295448343	53.291309313455926	46.93686557988148	16.271307104574944	47.28606895015285	51.19254288492254	56.587726496689946	57.51238402260181	35.445860025567725	60.92113776578727	60.27885634004014	31.70094796281376	32.04895620338265	42.75080480653238	49.70451388203893	15.267014965695637	44.218143908301634	46.41593869501853	43.65734511254463	45.39941823543165	39.10245511986165	56.9681325929153	58.77309759106764	58.92435496186869	47.49037394838646	70.46787493745494	65.6609497984659	46.75340838943337	64.84057247202881
k__Bacteria|p__Bacteria_unclassified	6.994684642414144	5.85773033247374	6.889574039097609	0.6371973249450098	5.199526058401513	6.247099121273549	7.518323941166268	1.1696321021329843	1.4621497817826268	2.2765223276861586	2.1607001054298207	1.8996484768443744	2.750114868716748	2.4930181145671093	1.5585752875338117	1.16599804607109	1.897920618559069	2.324787682075356	1.7110796051317614	0.897412709227371	1.8620539302668944	9.033434447634868	4.078036580621956	1.0461852365453412	1.1351243333736318	4.794286755249119	5.10831016125072	1.5091675764989525	1.9117882904208017	1.601788594047986	6.405601509943099	0.6040863003456276	5.606878059563191	3.68600371354168	1.040277666604078	3.21186613898046	3.859403546810425	2.9872939405881627	1.0142123410404709	2.627090607154353	1.3282811747433605	7.477540779426882	1.2411816506986604	1.5786220112241396	2.258258287811982	10.434602974129517	1.460893176826581	1.2109824783652623	0.5368113734512706	0.6905515295235994	1.3480823132639554	1.519575971526927	1.00175699817081	0.3788077498819876	0.8125231384653262	0.8034463885686028	0.9739167813227104	0.8371189989253948	0.9575337628183748	0.9309825456612588	1.6517875221086518	6.502820576819374	0.8730568755279666	0.9917336011845832	0.7232784460067261	2.691426955582619	0.6825093858987297	1.3446088028189656	2.069140892143714	0.2933001116289701	1.0789609858283904	0.934205727727237	2.6665624106379093	0.7092367436000944	1.088987950362369	1.8306827252913664	5.7160780525602375	2.891248738894686	0.50986956588275	1.3349450130991043	3.648918735621786	2.911474056770394	1.0861993895422088	2.7311631242503145	6.495329286646458	1.6130019311930783	1.504546102613177	1.193414560202618	1.1845878501595313	2.0146670853306192	3.07523467733004	3.441889430278916	4.053902430398355	2.47956652128438	4.896357675826222	1.415459758419239	3.3930285548376924	2.666854616203704	0.5063533099272576	1.650416832337885	3.0948684994300306	0.8550829753614252	1.6561053874685214	4.635369166192975	8.665310841271053	1.5884289706474424	5.2196991096465775	2.916722998101127	3.3325073369042206	10.227314696423347	3.8965204882288074	3.4859871839443604	2.552358943990593	2.364180471673567	1.2905259369001327	1.191387185191677	0.7437480517707257	1.155372676117326	1.4691570611281677	1.385725267834356	1.1608483467311317	1.4369835646990252	1.1848660383057117	1.1014203281005188	1.2236986850568452	1.5675723846754517	0.8459918278346901
k__Bacteria|p__Bacteroidetes	5.262818171328842	14.299105421009756	11.29852410335802	39.2145168944133	11.366124763145072	9.45854653326528	6.548403507418853	31.086673343969256	5.042115141278016	5.042939779056186	5.190029309377925	14.876391152600478	6.421946677934312	3.397135145104275	7.036965954493029	21.872453902346457	3.591944076770144	3.998909784969712	6.496431384661677	8.51041127872968	18.59855072432723	19.007495785741483	30.21924312608039	42.783278897690174	13.136147724974215	16.73839486387143	33.08181707193464	40.29846367863417	20.49412957594153	28.36960875321136	27.324209374965267	34.785057253478215	4.388125955335101	14.071774746428034	6.673434069288733	2.3152166249703163	11.28131015445533	15.807939363131265	10.74740245121462	29.954711880289125	12.351880411636992	7.661465962648112	35.13480072946105	30.85855477336224	7.769199989852207	21.569656395318667	13.822523773435158	4.880787721822078	5.625404218277903	2.946841355385161	6.122800551169386	4.633292051224482	3.110901446298782	6.49054772171343	8.591889437090673	19.018406801576692	20.392222451942004	34.12512335061743	24.92803331329519	24.122749917387974	34.83590985491477	25.102849167656306	28.470588351756145	14.201013949252246	18.38560728225361	30.825624137757732	34.69626909997621	5.477756560262921	5.592811951799168	6.899516722583802	10.764653829739462	8.672948049915092	6.14955540893281	7.61450906336841	16.848601985248187	7.385375826239369	4.682527216218338	3.970014571784316	14.124336870455398	15.081205503635454	12.688950271672535	6.311248180229735	13.388094493992911	5.770802613375383	3.6514946246244646	31.745735801133858	9.873007801380629	3.688501408572959	6.429541063605094	23.28836371495112	4.658678999875763	13.718778568273429	9.107056550414333	3.5931350914542826	17.537367083840476	19.74928286915359	12.461758831587964	9.524327012891805	24.37346903938626	1.829840070385187	4.621711138994741	32.33190147755869	10.242329745119976	17.29901471779151	14.738771250360733	7.49527223150482	33.27932903390485	17.450916813990904	12.906515179017212	21.457741795083862	21.05802675460317	3.622360890292632	2.8575056006665016	35.55123934720879	6.528085184182913	24.923607659478165	30.927145485898475	22.57222063421277	39.74721202155317	12.323776781315042	9.018519037063824	14.958348187145631	28.51375163123208	4.25108140021961	9.297176648207488	18.266826433332643	8.41329534071259
k__Bacteria|p__Proteobacteria	1.1813765162282777	1.7417405645610913	1.6306659179097127	1.0420792157158172	0.9939382420333092	1.6029902408403032	1.504008781185848	1.0459569396280488	1.9078166875646136	1.2437052094054917	1.7059473223837331	2.379935465680008	1.2055291752600128	1.1774174219680364	1.350800063350195	2.410038451129732	2.0499501228941823	1.5993342391664551	1.8199364552472104	1.3347800402823256	1.2109412352697602	1.15856564169291	1.4431630314346846	1.0806159094829135	0.5916364734085936	0.9550758059441484	1.2505051747221745	0.9084423237174224	0.2829294993701274	0.9980484430853204	0.7536742660694868	1.105534774360976	1.4120318421791722	0.8533185024982843	1.0583888130485972	1.345501730999384	1.3226545755904209	1.0959475539069556	2.055001408654882	0.8516468534281911	0.3137439992783406	0.3364130599303608	0.8147258010511534	0.8246216390901894	0.3435963988537231	0.418295199198505	1.6780285892319344	0.7012827840250275	2.8695484328509084	6.096150994491056	1.4330327494152209	1.836366686409706	4.426006272258967	3.8982771604471256	1.379361363569834	1.4917191101236595	1.907968441501975	0.4215016226402046	1.626479529618103	1.0543044923093252	0.4665243803974475	0.829364302115088	1.2552555387294453	0.6175706113457188	0.2244995848447864	0.9748935460924948	0.9773127591839416	1.194269366400655	0.9460765348646438	1.9142403297267236	1.3496727510010569	2.4017800211613336	12.713120122902875	1.923673171152741	2.4284110245024704	2.240366205268442	0.259813189404642	0.6261596965133961	1.3621169191213438	1.7799207289693888	0.9618712351203768	1.2487266135957942	0.5812473743686052	1.476239218359103	1.328462420514504	0.8197337645136875	1.060638815048545	1.2480943965822786	1.960989030974834	1.1382078411665788	1.2709986507707958	2.3348414398300688	1.2073763215468043	1.198071340512581	1.000990115719531	1.7597787222773835	1.0363072459113396	0.3251710581304683	0.6924813408574652	4.3590307191476505	7.27708496275596	0.8667476910946794	1.2744812820971496	1.974403892375064	1.7561225876810889	1.401590237780999	1.3000410263604814	0.6231657110669526	0.6633337025301468	0.4278055298001537	0.3989874228822168	8.432257342746437	5.903468976031841	1.0002611614399517	0.6979613369033021	1.707136942345484	0.8191862717804806	2.4989646467707454	0.8980946806049637	1.1051588164814432	1.5887774697194226	1.6269767116974925	1.7304376827689465	1.5541614400098789	1.7686792710635202	1.0310691877596232	2.531470162595989
k__Bacteria|p__Verrucomicrobia	0.8194744766907256	9.43486613635087	12.00224346474346	14.404814199421692	3.074116775719492	8.559865942362578	6.61211204993366	9.082899313207946	8.08207875365191	19.97232997405133	24.75910951359861	15.737566620593896	3.548860564558156	5.023679970196559	14.32778421025752	18.49784899284052	13.0557908047678	5.356287979616599	12.483010287411572	16.262379522706702	1.4750283791525554	4.32884718766658	10.97703634386404	14.92192556039405	0.5862317853798193	7.158876395464683	11.786219921118237	12.370259936101712	2.7614422346362866	13.895230595382827	13.314280793472149	16.685858896932555	13.01022225490386	12.975282879554374	14.810340157813355	15.472154125757172	17.740506297291027	21.770569708548887	15.244356106735273	13.373035697829932	2.37732796912378	0.7916744737479186	12.828078013026328	4.75338496495947	3.3162964143455245	0.2898272230193699	4.035029261766041	1.1672181910873718	9.0206929295679	2.271944426138249	11.276696554939138	1.7227743337336772	3.0519683726831963	1.9871193802003675	26.812873622091832	11.695656887028242	1.8603436442101944	0.5463764191469263	9.20113690614164	7.688370878431015	1.9908672250530552	0.6751424004648517	16.293347359957252	5.86968680348327	0.3927036810886765	1.4856339953317756	11.223626651768846	2.006835802331144	4.047166310747661	4.5977809103276845	22.017204811359967	3.1168633429205936	8.37170666000314	7.1690802260134845	8.031175883903197	2.203963104149983	3.274054633581345	2.2154310953158687	25.237089589507526	23.09835228906317	7.266541528002604	3.764675201810148	0.5801357213955477	2.492125231338983	6.293019838328709	4.9115394744234	1.283757020075227	2.1445515308769134	6.882330295387621	9.429068470303893	1.1549806521163888	9.966092595103742	8.813663215421093	5.2158861955642175	7.260734724306216	6.473401867438384	7.454457446387751	2.585522405577109	6.95428142075488	3.625708282871456	8.271311157709164	0.8607820958707453	4.399452490346064	15.288658457014698	10.121636896764944	14.561073487965787	13.007927189185866	6.225832472232657	7.637928489056842	0.2778203101355503	0.6923404473870355	2.112082564006688	0.7085624224820462	4.9690305614586885	4.567650521438388	11.535855463016867	11.674644428758954	19.01274803234908	12.136247233589051	11.922683817044746	10.452243801772594	4.294439237543593	8.052805297082026	7.084110776577237	9.81188053499157	7.031684517112994	11.038567464353603
k__Bacteria|p__Actinobacteria	0.4236228584685161	11.146044123399632	0.2495535677006945	0.3117962113506835	1.5908501237037171	12.607964974287306	0.3111040832438123	0.7148463256570081	0.3307114150168664	0.3723490248921545	0.5726285273187436	0.4609391795226366	0.3063469952065088	0.1910703835225881	0.6006175964864844	0.8372152315202079	0.1271604555811919	0.083576115575645	0.1506680407538135	0.2338941244900754	4.128297456750972	7.5440160863279315	3.07403715694788	0.1974861188453798	11.48055275706098	17.032833289597114	1.2102532353522937	0.1633229383399521	23.546263558519485	5.892651781974833	1.062859993392957	0.1557926338361913	0.5469947610293034	0.7045621471952418	0.2542705266426368	0.2832297819603971	0.4685042907420548	0.4616071343639583	1.002109735557508	1.5276023265108478	17.05640766184098	32.52342711391151	0.228555558370444	0.8767560780031868	27.040561856305487	25.02987647144541	1.0290148290139962	0.1051629623625823	30.70957674811983	36.55532821928207	0.2152533061553471	0.2085618182227655	22.53166916065951	41.91346277677751	0.1189067098769766	2.33788520116885	23.118122699243827	31.55715954620106	7.927051508668756	1.2422145090695702	9.99505814596968	3.295916074909774	4.871535199017826	1.1676509276372642	22.46589431015059	16.852415586882252	8.726968645236571	0.039468170329576	17.120800568290505	45.90699132675802	0.2459006718212212	0.1336769655843694	0.1454325449368881	25.41398687548192	0.1910059533891167	0.059884770459912	17.158633220410223	18.630429938834208	0.3050466171418441	1.856572606310757	1.6135731165518	0.3580276935320772	10.56667020485905	0.1481554323699249	0.2811220902103665	0.9281978586888232	0.9952390663181828	0.2424362027941564	0.684842760748377	0.9708836462834628	0.2035359419274471	1.0587208122745568	17.872343043702788	0.1979836703150188	16.87964066222148	0.2033819478042326	0.1446205886160252	16.995597537348257	35.53378812849814	16.225477615933467	12.59514358404708	34.773764014818255	17.742386198182484	0.3529901895073581	0.201003095340785	0.702726784934395	1.377181787203645	0.1143217671381819	0.2443619249892092	24.936220162562616	28.327813187646075	23.005510261799987	14.075124523932775	34.45397459771354	24.103933341262184	0.2288102567839555	0.7268600964161294	0.8853766056668153	0.1535162207277392	0.8152190199093591	0.7207192928558361	1.1137682957335548	1.171045172037805	0.4770157272822578	0.3793886359936166	10.373653057786846	0.5976862885331411
k__Archaea|p__Euryarchaeota	0.0692677766436326	0.0	0.0	0.0	0.0632245629368924	0.098519190196136	0.0191902667462716	0.030684724649489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1034575897127864	0.0497300447195023	0.2043670981552534	0.2310682812231543	0.1450299085955715	0.152893343342595	0.3994939779535133	0.031373349312739	0.3360429082739893	0.1771744099050217	0.2756079054354823	0.2322021029918839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.246818765480746	0.0	0.0	0.052398384371985	0.7927426395658368	0.0	0.0	0.1397947670889447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.636188945504233	0.0	0.0	0.144019049273542	0.5081108490156881	0.0	0.0	0.999563189426643	0.2044833103797022	0.0	0.0	0.324438000570951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.604264409117141	0.5493093539212301	0.0	0.167107598391109	0.0	0.0	0.81540058358014	0.0	0.0	0.0	0.3694495374217955	0.0	0.0	0.1763633821244375	0.0	0.1680915747833854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.259743641622736	0.0	0.3930316813690846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6637332226236712	0.0	0.0380259239082481	0.0	0.0	0.161145544744107	0.0	0.0	0.0	0.1620668993541382	0.0
